datetime,count
2011-01-20 00:00:00,10.67
2011-01-20 01:00:00,5.47
2011-01-20 02:00:00,4.67
2011-01-20 03:00:00,3.44
2011-01-20 04:00:00,3.05
2011-01-20 05:00:00,5.94
2011-01-20 06:00:00,34.79
2011-01-20 07:00:00,87.87
2011-01-20 08:00:00,190.61
2011-01-20 09:00:00,115.72
2011-01-20 10:00:00,56.53
2011-01-20 11:00:00,59.15
2011-01-20 12:00:00,83.74
2011-01-20 13:00:00,70.38
2011-01-20 14:00:00,72.57
2011-01-20 15:00:00,74.87
2011-01-20 16:00:00,84.6
2011-01-20 17:00:00,193.53
2011-01-20 18:00:00,174.56
2011-01-20 19:00:00,98.98
2011-01-20 20:00:00,68.75
2011-01-20 21:00:00,47.98
2011-01-20 22:00:00,42.87
2011-01-20 23:00:00,22.84
2011-01-21 00:00:00,14.63
2011-01-21 01:00:00,6.53
2011-01-21 02:00:00,4.46
2011-01-21 03:00:00,2.71
2011-01-21 04:00:00,2.52
2011-01-21 05:00:00,3.83
2011-01-21 06:00:00,32.45
2011-01-21 07:00:00,93.58
2011-01-21 08:00:00,188.68
2011-01-21 09:00:00,121.35
2011-01-21 10:00:00,51.4
2011-01-21 11:00:00,62.15
2011-01-21 12:00:00,72.61
2011-01-21 13:00:00,69.09
2011-01-21 14:00:00,67.03
2011-01-21 15:00:00,64.15
2011-01-21 16:00:00,76.6
2011-01-21 17:00:00,152.3
2011-01-21 18:00:00,150.53
2011-01-21 19:00:00,103.83
2011-01-21 20:00:00,64.83
2011-01-21 21:00:00,43.58
2011-01-21 22:00:00,33.06
2011-01-21 23:00:00,20.37
2011-01-22 00:00:00,24.04
2011-01-22 01:00:00,16.73
2011-01-22 02:00:00,12.79
2011-01-22 03:00:00,8.11
2011-01-22 04:00:00,2.5
2011-01-22 06:00:00,4.12
2011-01-22 07:00:00,23.43
2011-01-22 08:00:00,31.12
2011-01-22 09:00:00,32.37
2011-01-22 10:00:00,54.21
2011-01-22 11:00:00,60.99
2011-01-22 12:00:00,79.73
2011-01-22 13:00:00,87.09
2011-01-22 14:00:00,84.08
2011-01-22 15:00:00,85.96
2011-01-22 16:00:00,87.26
