datetime,count
2011-01-20 00:00:00,11.19
2011-01-20 01:00:00,5.27
2011-01-20 02:00:00,4.43
2011-01-20 03:00:00,3.46
2011-01-20 04:00:00,3.33
2011-01-20 05:00:00,6.77
2011-01-20 06:00:00,38.01
2011-01-20 07:00:00,106.72
2011-01-20 08:00:00,240.76
2011-01-20 09:00:00,137.78
2011-01-20 10:00:00,61.74
2011-01-20 11:00:00,62.12
2011-01-20 12:00:00,84.59
2011-01-20 13:00:00,74.67
2011-01-20 14:00:00,80.92
2011-01-20 15:00:00,83.67
2011-01-20 16:00:00,92.25
2011-01-20 17:00:00,207.27
2011-01-20 18:00:00,179.81
2011-01-20 19:00:00,101.03
2011-01-20 20:00:00,70.18
2011-01-20 21:00:00,50.77
2011-01-20 22:00:00,44.81
2011-01-20 23:00:00,26.46
2011-01-21 00:00:00,13.88
2011-01-21 01:00:00,6.67
2011-01-21 02:00:00,4.23
2011-01-21 03:00:00,2.44
2011-01-21 04:00:00,1.97
2011-01-21 05:00:00,3.59
2011-01-21 06:00:00,35.07
2011-01-21 07:00:00,101.08
2011-01-21 08:00:00,205.88
2011-01-21 09:00:00,130.04
2011-01-21 10:00:00,50.25
2011-01-21 11:00:00,64.97
2011-01-21 12:00:00,75.17
2011-01-21 13:00:00,68.1
2011-01-21 14:00:00,65.9
2011-01-21 15:00:00,65.28
2011-01-21 16:00:00,80.43
2011-01-21 17:00:00,154.29
2011-01-21 18:00:00,150.96
2011-01-21 19:00:00,107.56
2011-01-21 20:00:00,69.19
2011-01-21 21:00:00,47.81
2011-01-21 22:00:00,32.51
2011-01-21 23:00:00,20.14
2011-01-22 00:00:00,24.83
2011-01-22 01:00:00,18.33
2011-01-22 02:00:00,13.71
2011-01-22 03:00:00,7.74
2011-01-22 04:00:00,2.5
2011-01-22 06:00:00,4.83
2011-01-22 07:00:00,16.24
2011-01-22 08:00:00,27.74
2011-01-22 09:00:00,34.906666666666666
2011-01-22 10:00:00,59.27
2011-01-22 11:00:00,62.0
2011-01-22 12:00:00,72.87
2011-01-22 13:00:00,77.6
2011-01-22 14:00:00,74.8
2011-01-22 15:00:00,74.43
2011-01-22 16:00:00,73.33
2011-01-22 17:00:00,80.13
2011-01-22 18:00:00,60.44
2011-01-22 19:00:00,41.68
2011-01-22 20:00:00,41.53
2011-01-22 21:00:00,40.06
2011-01-22 22:00:00,31.66
2011-01-22 23:00:00,20.32
2011-01-23 00:00:00,28.85
2011-01-23 01:00:00,20.26
2011-01-23 02:00:00,14.8
2011-01-23 03:00:00,12.66
2011-01-23 05:00:00,2.68
2011-01-23 06:00:00,2.23
2011-01-23 07:00:00,8.73
2011-01-23 08:00:00,18.03
2011-01-23 09:00:00,27.763333333333332
2011-01-23 10:00:00,55.63
2011-01-23 11:00:00,62.97
2011-01-23 12:00:00,68.51
2011-01-23 13:00:00,65.66
2011-01-23 14:00:00,71.32
2011-01-23 15:00:00,70.72
2011-01-23 16:00:00,74.39
2011-01-23 17:00:00,70.72
2011-01-23 18:00:00,69.37
2011-01-23 19:00:00,46.97
2011-01-23 20:00:00,32.15
2011-01-23 21:00:00,31.39
2011-01-23 22:00:00,20.19
2011-01-23 23:00:00,13.55
2011-01-24 00:00:00,10.91
2011-01-24 01:00:00,4.66
2011-01-24 03:00:00,1.79
2011-01-24 04:00:00,2.31
2011-01-24 05:00:00,5.68
2011-01-24 06:00:00,31.92
2011-01-24 07:00:00,77.22
2011-01-24 08:00:00,177.84
2011-01-24 09:00:00,107.65
2011-01-24 10:00:00,44.74
2011-01-24 11:00:00,39.57
2011-01-24 12:00:00,51.34
2011-01-24 13:00:00,48.53
2011-01-24 14:00:00,43.96
2011-01-24 15:00:00,54.66
2011-01-24 16:00:00,70.22
2011-01-24 17:00:00,154.43
2011-01-24 18:00:00,150.12
2011-01-24 19:00:00,96.38
2011-01-24 20:00:00,64.26
2011-01-24 21:00:00,47.9
2011-01-24 22:00:00,25.64
2011-01-24 23:00:00,18.83
2011-01-25 00:00:00,8.57
2011-01-25 01:00:00,3.2
2011-01-25 02:00:00,2.26
2011-01-25 04:00:00,1.64
2011-01-25 05:00:00,5.39
2011-01-25 06:00:00,34.29
2011-01-25 07:00:00,84.52
2011-01-25 08:00:00,207.03
2011-01-25 09:00:00,122.86
2011-01-25 10:00:00,57.53
2011-01-25 11:00:00,57.64
2011-01-25 12:00:00,74.01
2011-01-25 13:00:00,71.09
2011-01-25 14:00:00,77.63
2011-01-25 15:00:00,75.51
2011-01-25 16:00:00,95.91
2011-01-25 17:00:00,216.32
2011-01-25 18:00:00,200.24
2011-01-25 19:00:00,111.07
2011-01-25 20:00:00,72.58
2011-01-25 21:00:00,50.85
2011-01-25 22:00:00,36.11
2011-01-25 23:00:00,20.69
2011-01-26 00:00:00,9.08
2011-01-26 01:00:00,5.7
2011-01-26 02:00:00,2.781833333333333
2011-01-26 05:00:00,3.11
2011-01-26 06:00:00,25.78
2011-01-26 07:00:00,65.19
2011-01-26 08:00:00,139.8
2011-01-26 09:00:00,84.27
2011-01-26 10:00:00,54.62
2011-01-26 11:00:00,48.71
2011-01-26 12:00:00,45.97
2011-01-26 13:00:00,45.31
2011-01-26 14:00:00,42.97
2011-01-26 15:00:00,43.54
2011-01-26 16:00:00,56.03
2011-01-26 17:00:00,109.13
2011-01-27 16:00:00,77.69
2011-01-27 17:00:00,168.69
2011-01-27 18:00:00,142.71
2011-01-27 19:00:00,98.94
2011-01-27 20:00:00,76.5
2011-01-27 21:00:00,52.42
2011-01-27 22:00:00,40.8
2011-01-27 23:00:00,26.78
2011-01-28 00:00:00,13.44
2011-01-28 01:00:00,6.77
2011-01-28 02:00:00,2.0033333333333334
2011-01-28 03:00:00,1.75
2011-01-28 05:00:00,6.22
2011-01-28 06:00:00,32.41
2011-01-28 07:00:00,87.91
2011-01-28 08:00:00,219.39
2011-01-28 09:00:00,70.76
2011-01-28 10:00:00,38.54
2011-01-28 11:00:00,40.41
2011-01-28 12:00:00,44.14
2011-01-28 13:00:00,47.42
2011-01-28 14:00:00,53.93
2011-01-28 15:00:00,56.67
2011-01-28 16:00:00,70.9
2011-01-28 17:00:00,163.44
2011-01-28 18:00:00,150.67
2011-01-28 19:00:00,102.43
2011-01-28 20:00:00,72.69
2011-01-28 21:00:00,50.56
2011-01-28 22:00:00,43.27
2011-01-28 23:00:00,30.02
2011-01-29 00:00:00,30.3
2011-01-29 01:00:00,21.68
2011-01-29 02:00:00,16.65
2011-01-29 03:00:00,10.75
2011-01-29 04:00:00,3.89
2011-01-29 06:00:00,3.11
2011-01-29 07:00:00,11.13
2011-01-29 08:00:00,26.003333333333334
2011-01-29 09:00:00,41.20333333333334
2011-01-29 10:00:00,65.91666666666666
2011-01-29 11:00:00,65.2095238095238
2011-01-29 12:00:00,78.2095238095238
2011-01-29 13:00:00,82.79
2011-01-29 14:00:00,78.51666666666667
2011-01-29 15:00:00,77.69
2011-01-29 16:00:00,84.84666666666668
2011-01-29 17:00:00,73.62
2011-01-29 18:00:00,65.56
2011-01-29 19:00:00,65.32
2011-01-29 20:00:00,52.59
2011-01-29 21:00:00,41.73
2011-01-29 22:00:00,34.42
2011-01-29 23:00:00,23.7
2011-01-30 00:00:00,31.14
2011-01-30 01:00:00,27.19
2011-01-30 02:00:00,20.93
2011-01-30 03:00:00,11.88
2011-01-30 04:00:00,5.04
2011-01-30 05:00:00,4.14
2011-01-30 07:00:00,8.46
2011-01-30 08:00:00,15.84
2011-01-30 09:00:00,31.198333333333334
2011-01-30 10:00:00,61.52
2011-01-30 11:00:00,69.23
2011-01-30 12:00:00,122.81
2011-01-30 13:00:00,89.81
2011-01-30 14:00:00,91.87
2011-01-30 15:00:00,126.2
2011-01-30 16:00:00,125.52
2011-01-30 17:00:00,78.54
2011-01-30 18:00:00,61.29
2011-01-30 19:00:00,46.57
2011-01-30 20:00:00,41.78
2011-01-30 21:00:00,33.22
2011-01-30 22:00:00,22.09
2011-01-30 23:00:00,15.13
2011-01-31 00:00:00,11.44
2011-01-31 01:00:00,3.44
2011-01-31 02:00:00,2.496666666666667
2011-01-31 03:00:00,2.12
2011-01-31 04:00:00,1.44
2011-01-31 05:00:00,2.4
2011-01-31 06:00:00,33.36
2011-01-31 07:00:00,83.35
2011-01-31 08:00:00,173.41
2011-01-31 09:00:00,92.93
2011-01-31 10:00:00,41.21
2011-01-31 11:00:00,40.23
2011-01-31 12:00:00,58.55
2011-01-31 13:00:00,55.1
2011-01-31 14:00:00,51.26
2011-01-31 15:00:00,48.27
2011-01-31 16:00:00,72.11
2011-01-31 17:00:00,158.99
2011-01-31 18:00:00,152.2
2011-01-31 19:00:00,129.8
2011-01-31 20:00:00,56.57
2011-01-31 21:00:00,36.0
2011-01-31 22:00:00,30.34
2011-01-31 23:00:00,17.06
2011-02-20 00:00:00,32.67
2011-02-20 01:00:00,23.6
2011-02-20 02:00:00,17.25
2011-02-20 03:00:00,9.6
2011-02-20 04:00:00,3.09
2011-02-20 06:00:00,2.57
2011-02-20 07:00:00,9.21
2011-02-20 08:00:00,19.73
2011-02-20 09:00:00,33.65333333333333
2011-02-20 10:00:00,95.11
2011-02-20 11:00:00,114.76
2011-02-20 12:00:00,128.71
2011-02-20 13:00:00,156.44
2011-02-20 14:00:00,145.12
2011-02-20 15:00:00,161.29
2011-02-20 16:00:00,154.32
2011-02-20 17:00:00,107.15
2011-02-20 18:00:00,76.72
2011-02-20 19:00:00,69.28
2011-02-20 20:00:00,69.01
2011-02-20 21:00:00,59.48
2011-02-20 22:00:00,48.12
2011-02-20 23:00:00,35.4
2011-02-21 00:00:00,25.52
2011-02-21 01:00:00,20.1
2011-02-21 02:00:00,10.13
2011-02-21 03:00:00,4.23
2011-02-21 04:00:00,3.98
2011-02-21 05:00:00,5.81
2011-02-21 06:00:00,24.74
2011-02-21 07:00:00,71.57
2011-02-21 08:00:00,82.94
2011-02-21 09:00:00,77.08
2011-02-21 10:00:00,88.22
2011-02-21 11:00:00,88.4
2011-02-21 12:00:00,91.93
2011-02-21 13:00:00,65.63
2011-02-21 14:00:00,90.51
2011-02-21 15:00:00,92.65
2011-02-21 16:00:00,72.7
2011-02-21 17:00:00,84.76
2011-02-21 18:00:00,76.36
2011-02-21 19:00:00,74.76
2011-02-21 20:00:00,40.52
2011-02-21 21:00:00,27.67
2011-02-21 22:00:00,24.66
2011-02-21 23:00:00,13.1
2011-02-22 06:00:00,31.55
2011-02-22 07:00:00,84.7
2011-02-22 08:00:00,190.31
2011-02-22 09:00:00,103.13
2011-02-22 10:00:00,45.74
2011-02-22 11:00:00,49.07
2011-02-22 12:00:00,60.25
2011-02-22 13:00:00,73.32
2011-02-22 14:00:00,72.01
2011-02-22 15:00:00,73.98
2011-02-22 16:00:00,74.34
2011-02-22 17:00:00,162.51
2011-02-22 18:00:00,160.41
2011-02-22 19:00:00,98.46
2011-02-22 20:00:00,70.35
2011-02-22 21:00:00,47.77
2011-02-22 22:00:00,29.37
2011-02-22 23:00:00,18.93
2011-02-23 00:00:00,10.71
2011-02-23 01:00:00,5.83
2011-02-23 02:00:00,2.285
2011-02-23 03:00:00,1.48
2011-02-23 05:00:00,5.79
2011-02-23 06:00:00,30.45
2011-02-23 07:00:00,74.91
2011-02-23 08:00:00,184.99
2011-02-23 09:00:00,124.15
2011-02-23 10:00:00,53.3
2011-02-23 11:00:00,59.96
2011-02-23 12:00:00,77.9
2011-02-23 13:00:00,75.82
2011-02-23 14:00:00,76.15
2011-02-23 15:00:00,74.98
2011-02-23 16:00:00,102.62
2011-02-23 17:00:00,230.77
2011-02-23 18:00:00,210.78
2011-02-23 19:00:00,135.01
2011-02-23 20:00:00,75.29
2011-02-23 21:00:00,63.02
2011-02-23 22:00:00,43.99
2011-02-23 23:00:00,23.76
2011-02-24 00:00:00,10.5
2011-02-24 01:00:00,5.71
2011-02-24 02:00:00,2.3225
2011-02-24 03:00:00,2.16
2011-02-24 05:00:00,6.42
2011-02-24 06:00:00,36.11
2011-02-24 07:00:00,100.44
2011-02-24 08:00:00,248.58
2011-02-24 09:00:00,132.99
2011-02-24 10:00:00,56.99
2011-02-24 11:00:00,72.39
2011-02-24 12:00:00,93.97
2011-02-24 13:00:00,91.68
2011-02-24 14:00:00,90.88
2011-02-24 15:00:00,39.86
2011-02-24 16:00:00,54.65
2011-02-24 17:00:00,180.0
2011-02-24 18:00:00,167.54
2011-02-24 19:00:00,96.7
2011-02-24 20:00:00,78.01
2011-02-24 21:00:00,59.29
2011-02-24 22:00:00,37.99
2011-02-24 23:00:00,35.8
2011-02-25 00:00:00,15.9
2011-02-25 01:00:00,11.86
2011-02-25 02:00:00,8.21
2011-02-25 03:00:00,2.26
2011-02-25 05:00:00,7.04
2011-02-25 06:00:00,27.9
2011-02-25 07:00:00,69.82
2011-02-25 08:00:00,129.93
2011-02-25 09:00:00,65.72
2011-02-25 10:00:00,38.9
2011-02-25 11:00:00,146.49
2011-02-25 12:00:00,172.86
2011-02-25 13:00:00,172.47
2011-02-25 14:00:00,178.47
2011-02-25 15:00:00,193.14
2011-02-25 16:00:00,112.03
2011-02-25 17:00:00,186.82
2011-02-25 18:00:00,172.1
2011-02-25 19:00:00,113.8
2011-02-25 20:00:00,68.39
2011-02-25 21:00:00,53.51
2011-02-25 22:00:00,42.52
2011-02-25 23:00:00,30.8
2011-02-26 00:00:00,27.74
2011-02-26 01:00:00,20.47
2011-02-26 02:00:00,17.03
2011-02-26 03:00:00,12.65
2011-02-26 04:00:00,2.67
2011-02-26 05:00:00,3.09
2011-02-26 06:00:00,2.56
2011-02-26 07:00:00,10.74
2011-02-26 08:00:00,26.68
2011-02-26 09:00:00,55.87666666666667
2011-02-26 10:00:00,110.22
2011-02-26 11:00:00,130.59
2011-02-26 12:00:00,132.23
2011-02-26 13:00:00,141.15
2011-02-26 14:00:00,136.17
2011-02-26 15:00:00,144.08
2011-02-26 16:00:00,142.57
2011-02-26 17:00:00,114.58
2011-02-26 18:00:00,80.7
2011-02-26 19:00:00,72.62
2011-02-26 20:00:00,65.84
2011-02-26 21:00:00,45.54
2011-02-26 22:00:00,47.24
2011-02-26 23:00:00,44.81
2011-02-27 00:00:00,31.1
2011-02-27 01:00:00,26.47
2011-02-27 02:00:00,21.16
2011-02-27 03:00:00,12.25
2011-02-27 04:00:00,5.61
2011-02-27 06:00:00,2.61
2011-02-27 07:00:00,10.91
2011-02-27 08:00:00,28.35
2011-02-27 09:00:00,44.69
2011-02-27 10:00:00,76.89
2011-02-27 11:00:00,93.05
2011-02-27 12:00:00,150.43
2011-02-27 13:00:00,166.01
2011-02-27 14:00:00,178.0
2011-02-27 15:00:00,237.82
2011-02-27 16:00:00,267.51
2011-02-27 17:00:00,134.62
2011-02-27 18:00:00,113.53
2011-02-27 19:00:00,92.65
2011-02-27 20:00:00,76.86
2011-02-27 21:00:00,73.58
2011-02-27 22:00:00,54.8
2011-02-27 23:00:00,40.76
2011-02-28 00:00:00,20.56
2011-02-28 01:00:00,4.6
2011-02-28 03:00:00,1.7366666666666666
2011-02-28 05:00:00,6.73
2011-02-28 06:00:00,36.42
2011-02-28 07:00:00,118.48
2011-02-28 08:00:00,239.09
2011-02-28 09:00:00,153.76
2011-02-28 10:00:00,98.4
2011-02-28 11:00:00,114.02
2011-02-28 12:00:00,120.18
2011-02-28 13:00:00,103.56
2011-02-28 14:00:00,60.48
2011-02-28 15:00:00,58.43
2011-02-28 16:00:00,86.11
2011-02-28 17:00:00,186.95
2011-02-28 18:00:00,176.49
2011-02-28 19:00:00,107.87
2011-02-28 20:00:00,91.34
2011-02-28 21:00:00,64.07
2011-02-28 22:00:00,37.14
2011-02-28 23:00:00,26.53
2011-03-20 00:00:00,36.01
2011-03-20 01:00:00,31.05
2011-03-20 02:00:00,19.54
2011-03-20 03:00:00,11.25
2011-03-20 04:00:00,1.63
2011-03-20 05:00:00,1.68
2011-03-20 06:00:00,1.67
2011-03-20 07:00:00,11.1
2011-03-20 08:00:00,34.57
2011-03-20 09:00:00,55.04
2011-03-20 10:00:00,122.47
2011-03-20 11:00:00,144.01
2011-03-20 12:00:00,161.2
2011-03-20 13:00:00,161.64
2011-03-20 14:00:00,162.05
2011-03-20 15:00:00,163.57
2011-03-20 16:00:00,151.91
2011-03-20 17:00:00,114.45
2011-03-20 18:00:00,126.86
2011-03-20 19:00:00,69.64
2011-03-20 20:00:00,65.27
2011-03-20 21:00:00,57.94
2011-03-20 22:00:00,53.67
2011-03-20 23:00:00,38.58
2011-03-21 00:00:00,31.75
2011-03-21 01:00:00,11.15
2011-03-21 02:00:00,6.36
2011-03-21 03:00:00,3.18
2011-03-21 05:00:00,16.7
2011-03-21 06:00:00,51.05
2011-03-21 07:00:00,85.8
2011-03-21 08:00:00,237.0
2011-03-21 09:00:00,136.74
2011-03-21 10:00:00,90.34
2011-03-21 11:00:00,114.8
2011-03-21 12:00:00,124.92
2011-03-21 13:00:00,125.53
2011-03-21 14:00:00,118.63
2011-03-21 15:00:00,166.14
2011-03-21 16:00:00,209.39
2011-03-21 17:00:00,450.45
2011-03-21 18:00:00,403.51
2011-03-21 19:00:00,295.22
2011-03-21 20:00:00,250.93
2011-03-21 21:00:00,96.12
2011-03-21 22:00:00,103.54
2011-03-21 23:00:00,59.83
2011-03-22 00:00:00,46.15
2011-03-22 01:00:00,15.43
2011-03-22 02:00:00,7.66
2011-03-22 03:00:00,4.6
2011-03-22 04:00:00,3.98
2011-03-22 05:00:00,19.42
2011-03-22 06:00:00,81.04
2011-03-22 07:00:00,197.12
2011-03-22 08:00:00,266.18
2011-03-22 09:00:00,137.0
2011-03-22 10:00:00,127.99
2011-03-22 11:00:00,128.96
2011-03-22 12:00:00,150.54
2011-03-22 13:00:00,135.67
2011-03-22 14:00:00,119.19
2011-03-22 15:00:00,126.73
2011-03-22 16:00:00,248.27
2011-03-22 17:00:00,455.91
2011-03-22 18:00:00,416.96
2011-03-22 19:00:00,199.96
2011-03-22 20:00:00,150.8
2011-03-22 21:00:00,95.82
2011-03-22 22:00:00,76.24
2011-03-22 23:00:00,51.28
2011-03-23 00:00:00,23.87
2011-03-23 01:00:00,9.75
2011-03-23 02:00:00,6.32
2011-03-23 03:00:00,3.12
2011-03-23 05:00:00,11.22
2011-03-23 06:00:00,62.69
2011-03-23 07:00:00,133.4
2011-03-23 08:00:00,261.1
2011-03-23 09:00:00,156.61
2011-03-23 10:00:00,63.66
2011-03-23 11:00:00,76.28
2011-03-23 12:00:00,80.24
2011-03-23 13:00:00,77.55
2011-03-23 14:00:00,103.68
2011-03-23 15:00:00,89.91
2011-03-23 16:00:00,139.34
2011-03-23 17:00:00,339.03
2011-03-23 18:00:00,191.63
2011-03-23 19:00:00,132.88
2011-03-23 20:00:00,71.61
2011-03-23 21:00:00,55.95
2011-03-23 22:00:00,68.51
2011-03-23 23:00:00,46.46
2011-03-24 00:00:00,17.67
2011-03-24 01:00:00,7.43
2011-03-24 02:00:00,5.75
2011-03-24 03:00:00,3.62
2011-03-24 04:00:00,3.31
2011-03-24 05:00:00,14.5
2011-03-24 06:00:00,57.99
2011-03-24 07:00:00,81.46
2011-03-24 08:00:00,110.25
2011-03-24 09:00:00,132.71
2011-03-24 10:00:00,66.79
2011-03-24 11:00:00,77.59
2011-03-24 12:00:00,84.93
2011-03-24 13:00:00,90.55
2011-03-24 14:00:00,93.56
2011-03-24 15:00:00,90.42
2011-03-24 16:00:00,115.04
2011-03-24 17:00:00,255.91
2011-03-24 18:00:00,230.66
2011-03-24 19:00:00,162.61
2011-03-24 20:00:00,96.66
2011-03-24 21:00:00,79.57
2011-03-24 22:00:00,71.13
2011-03-24 23:00:00,48.33
2011-03-25 00:00:00,24.35
2011-03-25 01:00:00,12.76
2011-03-25 02:00:00,7.11
2011-03-25 03:00:00,4.385
2011-03-25 04:00:00,2.778
2011-03-25 05:00:00,14.46
2011-03-25 06:00:00,67.64
2011-03-25 07:00:00,157.22
2011-03-25 08:00:00,255.0
2011-03-25 09:00:00,160.72
2011-03-25 10:00:00,100.55
2011-03-25 11:00:00,98.57
2011-03-25 12:00:00,119.47
2011-03-25 13:00:00,117.52
2011-03-25 14:00:00,126.98
2011-03-25 15:00:00,122.35
2011-03-25 16:00:00,164.77
2011-03-25 17:00:00,258.18
2011-03-25 18:00:00,244.88
2011-03-25 19:00:00,155.72
2011-03-25 20:00:00,92.59
2011-03-25 21:00:00,82.2
2011-03-25 22:00:00,57.04
2011-03-25 23:00:00,45.17
2011-03-26 00:00:00,34.7
2011-03-26 01:00:00,29.98
2011-03-26 02:00:00,22.97
2011-03-26 03:00:00,10.983333333333334
2011-03-26 04:00:00,4.83
2011-03-26 05:00:00,4.93
2011-03-26 06:00:00,13.98
2011-03-26 07:00:00,58.43
2011-03-26 08:00:00,83.29
2011-03-26 09:00:00,106.89333333333335
2011-03-26 10:00:00,147.04
2011-03-26 11:00:00,159.95
2011-03-26 12:00:00,180.9
2011-03-26 13:00:00,210.26
2011-03-26 14:00:00,210.42
2011-03-26 15:00:00,208.59
2011-03-26 16:00:00,206.07
2011-03-26 17:00:00,199.81
2011-03-26 18:00:00,182.67
2011-03-26 19:00:00,130.53
2011-03-26 20:00:00,75.97
2011-03-26 21:00:00,67.5
2011-03-26 22:00:00,63.2
2011-03-26 23:00:00,42.99
2011-03-27 00:00:00,39.01
2011-03-27 01:00:00,30.48
2011-03-27 02:00:00,23.79
2011-03-27 03:00:00,10.77
2011-03-27 04:00:00,4.64
2011-03-27 06:00:00,11.75
2011-03-27 07:00:00,86.9
2011-03-27 08:00:00,81.27
2011-03-27 09:00:00,95.52
2011-03-27 10:00:00,140.14
2011-03-27 11:00:00,155.51
2011-03-27 12:00:00,167.12
2011-03-27 13:00:00,176.36
2011-03-27 14:00:00,188.95
2011-03-27 15:00:00,188.97
2011-03-27 16:00:00,205.52
2011-03-27 17:00:00,193.62
2011-03-27 18:00:00,158.4
2011-03-27 19:00:00,134.68
2011-03-27 20:00:00,76.32
2011-03-27 21:00:00,58.33
2011-03-27 22:00:00,48.91
2011-03-27 23:00:00,46.99
2011-03-28 00:00:00,14.95
2011-03-28 01:00:00,7.72
2011-03-28 02:00:00,6.77
2011-03-28 03:00:00,4.03
2011-03-28 05:00:00,13.27
2011-03-28 06:00:00,61.47
2011-03-28 07:00:00,164.34
2011-03-28 08:00:00,247.09
2011-03-28 09:00:00,150.92
2011-03-28 10:00:00,105.51
2011-03-28 11:00:00,103.1
2011-03-28 12:00:00,118.26
2011-03-28 13:00:00,118.78
2011-03-28 14:00:00,119.63
2011-03-28 15:00:00,112.15
2011-03-28 16:00:00,150.42
2011-03-28 17:00:00,273.07
2011-03-28 18:00:00,262.84
2011-03-28 19:00:00,180.13
2011-03-28 20:00:00,114.76
2011-03-28 21:00:00,99.04
2011-03-28 22:00:00,64.47
2011-03-28 23:00:00,38.22
2011-03-29 00:00:00,19.75
2011-03-29 01:00:00,7.73
2011-03-29 02:00:00,10.51
2011-03-29 03:00:00,2.87
2011-03-29 04:00:00,3.73
2011-03-29 05:00:00,16.64
2011-03-29 06:00:00,62.73
2011-03-29 07:00:00,163.27
2011-03-29 08:00:00,235.68
2011-03-29 09:00:00,156.0
2011-03-29 10:00:00,101.23
2011-03-29 11:00:00,104.13
2011-03-29 12:00:00,115.6
2011-03-29 13:00:00,109.71
2011-03-29 14:00:00,118.5
2011-03-29 15:00:00,130.76
2011-03-29 16:00:00,171.74
2011-03-29 17:00:00,346.1
2011-03-29 18:00:00,306.12
2011-03-29 19:00:00,186.36
2011-03-29 20:00:00,141.66
2011-03-29 21:00:00,104.68
2011-03-29 22:00:00,70.53
2011-03-29 23:00:00,52.19
2011-03-30 00:00:00,25.01
2011-03-30 01:00:00,11.48
2011-03-30 02:00:00,6.48
2011-03-30 03:00:00,4.11
2011-03-30 04:00:00,3.88
2011-03-30 05:00:00,16.91
2011-03-30 06:00:00,66.3
2011-03-30 07:00:00,186.33
2011-03-30 08:00:00,281.16
2011-03-30 09:00:00,165.69
2011-03-30 10:00:00,96.01
2011-03-30 11:00:00,94.87
2011-03-30 12:00:00,102.58
2011-03-30 13:00:00,108.65
2011-03-30 14:00:00,95.46
2011-03-30 15:00:00,61.88
2011-03-30 16:00:00,65.95
2011-03-30 17:00:00,139.58
2011-03-30 18:00:00,183.91
2011-03-30 19:00:00,111.83
2011-03-30 20:00:00,67.84
2011-03-30 21:00:00,60.62
2011-03-30 22:00:00,44.22
2011-03-30 23:00:00,34.31
2011-03-31 00:00:00,12.58
2011-03-31 01:00:00,8.35
2011-03-31 02:00:00,6.6001666666666665
2011-03-31 03:00:00,3.54
2011-03-31 04:00:00,3.47
2011-03-31 05:00:00,11.31
2011-03-31 06:00:00,33.52
2011-03-31 07:00:00,84.39
2011-03-31 08:00:00,214.29
2011-03-31 09:00:00,71.75
2011-03-31 10:00:00,54.91
2011-03-31 11:00:00,59.55
2011-03-31 12:00:00,64.49
2011-03-31 13:00:00,81.15
2011-03-31 14:00:00,80.18
2011-03-31 15:00:00,53.8
2011-03-31 16:00:00,93.64
2011-03-31 17:00:00,209.23
2011-03-31 18:00:00,219.08
2011-03-31 19:00:00,150.99
2011-03-31 20:00:00,67.06
2011-03-31 21:00:00,79.85
2011-03-31 22:00:00,46.39
2011-03-31 23:00:00,46.29
2011-04-20 00:00:00,34.89
2011-04-20 01:00:00,12.87
2011-04-20 02:00:00,9.22
2011-04-20 03:00:00,4.88
2011-04-20 04:00:00,4.72
2011-04-20 05:00:00,19.04
2011-04-20 06:00:00,88.2
2011-04-20 07:00:00,217.3
2011-04-20 08:00:00,433.8
2011-04-20 09:00:00,204.9
2011-04-20 10:00:00,133.38
2011-04-20 11:00:00,140.2
2011-04-20 12:00:00,200.37
2011-04-20 13:00:00,192.38
2011-04-20 14:00:00,173.09
2011-04-20 15:00:00,175.88
2011-04-20 16:00:00,282.32
2011-04-20 17:00:00,514.44
2011-04-20 18:00:00,515.96
2011-04-20 19:00:00,412.48
2011-04-20 20:00:00,320.71
2011-04-20 21:00:00,230.48
2011-04-20 22:00:00,152.69
2011-04-20 23:00:00,95.66
2011-04-21 00:00:00,39.58
2011-04-21 01:00:00,17.58
2011-04-21 02:00:00,12.26
2011-04-21 03:00:00,3.77
2011-04-21 04:00:00,4.0
2011-04-21 05:00:00,21.58
2011-04-21 06:00:00,58.57
2011-04-21 07:00:00,195.09
2011-04-21 08:00:00,277.58
2011-04-21 09:00:00,174.59
2011-04-21 10:00:00,123.73
2011-04-21 11:00:00,146.21
2011-04-21 12:00:00,178.87
2011-04-21 13:00:00,178.25
2011-04-21 14:00:00,143.75
2011-04-21 15:00:00,146.29
2011-04-21 16:00:00,212.16
